date,value
2019-08-19,0.0
2019-08-20,2.45
2019-08-21,1.68
2019-08-22,1.62
2019-08-23,0.63
2019-08-24,2.61
2019-08-25,0.0
2019-08-26,0.52
2019-08-27,0.0
2019-08-28,0.0
2019-08-29,0.0
2019-08-30,0.0
2019-08-31,3.44
2019-09-01,2.43
2019-09-02,0.6
2019-09-03,0.0
2019-09-04,1.63
2019-09-05,1.83
2019-09-06,1.38
2019-09-07,0.0
2019-09-08,3.11
2019-09-09,4.47
2019-09-10,0.83
2019-09-11,0.0
2019-09-12,1.56
2019-09-13,0.0
2019-09-14,1.14
2019-09-15,1.99
2019-09-16,0.13
2019-09-17,3.65
2019-09-18,2.01
2019-09-19,2.65
2019-09-20,3.25
2019-09-21,3.02
2019-09-22,4.55
2019-09-23,1.12
2019-09-24,3.51
2019-09-25,1.93
2019-09-26,1.49
2019-09-27,1.12
2019-09-28,2.26
2019-09-29,0.66
2019-09-30,0.0
2019-10-01,3.1
2019-10-02,2.54
2019-10-03,1.54
2019-10-04,3.6
2019-10-05,0.0
2019-10-06,3.8
2019-10-07,0.0
2019-10-08,1.14
2019-10-09,3.38
2019-10-10,4.03
2019-10-11,2.84
2019-10-12,2.03
2019-10-13,3.4
2019-10-14,5.92
2019-10-15,1.18
2019-10-16,3.05
2019-10-17,1.13
2019-10-18,3.93
2019-10-19,3.94
2019-10-20,4.15
2019-10-21,3.41
2019-10-22,1.47
2019-10-23,1.77
2019-10-24,1.97
2019-10-25,4.19
2019-10-26,3.07
2019-10-27,2.46
2019-10-28,3.88
2019-10-29,0.67
2019-10-30,0.34
2019-10-31,2.19
2019-11-01,6.61
2019-11-02,3.5
2019-11-03,2.67
2019-11-04,4.91
2019-11-05,0.0
2019-11-06,2.91
2019-11-07,3.55
2019-11-08,5.45
2019-11-09,4.55
2019-11-10,3.27
2019-11-11,2.72
2019-11-12,2.54
2019-11-13,1.67
2019-11-14,2.67
2019-11-15,3.09
2019-11-16,3.34
2019-11-17,4.7
2019-11-18,7.27
2019-11-19,4.26
2019-11-20,5.01
2019-11-21,5.04
2019-11-22,3.6
2019-11-23,2.04
2019-11-24,2.83
2019-11-25,6.36
2019-11-26,3.85
2019-11-27,0.0
2019-11-28,3.77
2019-11-29,4.57
2019-11-30,3.8
2019-12-01,2.53
2019-12-02,3.08
2019-12-03,6.68
2019-12-04,6.96
2019-12-05,5.8
2019-12-06,5.19
2019-12-07,4.32
2019-12-08,6.42
2019-12-09,5.02
2019-12-10,7.54
2019-12-11,3.03
2019-12-12,4.63
2019-12-13,4.48
2019-12-14,3.28
2019-12-15,4.12
2019-12-16,2.88
2019-12-17,5.0
2019-12-18,3.1
2019-12-19,2.72
2019-12-20,2.11
2019-12-21,0.68
2019-12-22,4.23
2019-12-23,3.07
2019-12-24,4.0
2019-12-25,1.66
2019-12-26,3.96
2019-12-27,2.46
2019-12-28,5.45
2019-12-29,5.64
2019-12-30,5.02
2019-12-31,4.61
2020-01-01,2.83
2020-01-02,5.64
2020-01-03,7.42
2020-01-04,4.96
2020-01-05,4.56
2020-01-06,5.56
2020-01-07,4.93
2020-01-08,5.91
2020-01-09,4.95
2020-01-10,4.03
2020-01-11,8.55
2020-01-12,4.42
2020-01-13,6.86
2020-01-14,3.69
2020-01-15,7.28
2020-01-16,5.75
2020-01-17,5.59
2020-01-18,5.46
2020-01-19,5.69
2020-01-20,4.36
2020-01-21,6.46
2020-01-22,4.88
2020-01-23,4.33
2020-01-24,4.76
2020-01-25,6.92
2020-01-26,5.36
2020-01-27,2.94
2020-01-28,3.46
2020-01-29,5.66
2020-01-30,2.85
2020-01-31,6.0
2020-02-01,4.48
2020-02-02,4.04
2020-02-03,4.97
2020-02-04,5.52
2020-02-05,2.16
2020-02-06,2.26
2020-02-07,4.41
2020-02-08,4.36
2020-02-09,5.77
2020-02-10,5.57
2020-02-11,2.56
2020-02-12,0.0
2020-02-13,2.96
2020-02-14,5.62
2020-02-15,6.41
2020-02-16,2.04
2020-02-17,5.35
2020-02-18,3.37
2020-02-19,3.38
2020-02-20,0.95
2020-02-21,3.91
2020-02-22,5.42
2020-02-23,5.21
2020-02-24,3.51
2020-02-25,3.64
2020-02-26,4.74
2020-02-27,5.77
2020-02-28,2.19
2020-02-29,4.01
2020-03-01,5.85
2020-03-02,3.57
2020-03-03,3.97
2020-03-04,3.8
2020-03-05,3.08
2020-03-06,1.59
2020-03-07,5.72
2020-03-08,3.11
2020-03-09,6.7
2020-03-10,5.96
2020-03-11,2.02
2020-03-12,0.0
2020-03-13,5.45
2020-03-14,0.96
2020-03-15,8.97
2020-03-16,1.74
2020-03-17,2.1
2020-03-18,4.02
2020-03-19,2.79
2020-03-20,2.67
2020-03-21,6.37
2020-03-22,7.04
2020-03-23,4.98
2020-03-24,1.25
2020-03-25,3.82
2020-03-26,3.94
2020-03-27,3.13
2020-03-28,5.42
2020-03-29,3.37
2020-03-30,0.67
2020-03-31,0.34
2020-04-01,4.31
2020-04-02,6.44
2020-04-03,1.62
2020-04-04,0.91
2020-04-05,6.05
2020-04-06,3.22
2020-04-07,3.32
2020-04-08,5.37
2020-04-09,3.0
2020-04-10,2.67
2020-04-11,0.0
2020-04-12,4.43
2020-04-13,1.79
2020-04-14,5.89
2020-04-15,3.67
2020-04-16,0.0
2020-04-17,5.26
2020-04-18,2.38
2020-04-19,5.11
2020-04-20,4.45
2020-04-21,2.32
2020-04-22,0.49
2020-04-23,3.41
2020-04-24,3.01
2020-04-25,0.82
2020-04-26,1.91
2020-04-27,3.15
2020-04-28,1.98
2020-04-29,1.89
2020-04-30,2.91
2020-05-01,1.94
2020-05-02,0.0
2020-05-03,1.89
2020-05-04,3.66
2020-05-05,3.69
2020-05-06,0.24
2020-05-07,3.01
2020-05-08,7.72
2020-05-09,1.9
2020-05-10,0.15
2020-05-11,0.0
2020-05-12,2.3
2020-05-13,0.26
2020-05-14,0.06
2020-05-15,2.48
2020-05-16,2.79
2020-05-17,2.93
2020-05-18,2.97
2020-05-19,0.0
2020-05-20,0.0
2020-05-21,3.42
2020-05-22,2.3
2020-05-23,1.75
2020-05-24,0.0
2020-05-25,0.0
2020-05-26,3.9
2020-05-27,0.0
2020-05-28,3.05
2020-05-29,1.91
2020-05-30,1.16
2020-05-31,0.36
2020-06-01,1.26
2020-06-02,2.45
2020-06-03,4.96
2020-06-04,1.24
2020-06-05,0.0
2020-06-06,3.14
2020-06-07,2.85
2020-06-08,0.62
2020-06-09,0.0
2020-06-10,0.0
2020-06-11,0.0
2020-06-12,1.57
2020-06-13,1.27
2020-06-14,4.18
2020-06-15,1.31
2020-06-16,0.27
2020-06-17,2.29
2020-06-18,3.23
2020-06-19,1.4
2020-06-20,0.69
2020-06-21,2.93
2020-06-22,0.0
2020-06-23,2.0
2020-06-24,2.18
2020-06-25,1.05
2020-06-26,4.29
2020-06-27,0.0
2020-06-28,3.6
2020-06-29,0.0
2020-06-30,1.52
2020-07-01,0.0
2020-07-02,0.0
2020-07-03,0.0
2020-07-04,2.91
2020-07-05,0.0
2020-07-06,0.0
2020-07-07,0.0
2020-07-08,1.77
2020-07-09,0.0
2020-07-10,2.95
2020-07-11,0.82
2020-07-12,0.0
2020-07-13,1.29
2020-07-14,2.63
2020-07-15,1.13
2020-07-16,2.71
2020-07-17,0.0
2020-07-18,1.06
2020-07-19,0.0
2020-07-20,0.0
2020-07-21,4.46
2020-07-22,0.0
2020-07-23,0.0
2020-07-24,0.0
2020-07-25,3.09
2020-07-26,0.0
2020-07-27,1.54
2020-07-28,1.16
2020-07-29,1.49
2020-07-30,2.06
2020-07-31,1.55
2020-08-01,2.1
2020-08-02,0.0
2020-08-03,0.0
2020-08-04,2.46
2020-08-05,1.85
2020-08-06,0.0
2020-08-07,5.09
2020-08-08,0.0
2020-08-09,0.29
2020-08-10,1.21
2020-08-11,0.0
2020-08-12,0.0
2020-08-13,0.0
2020-08-14,1.9
2020-08-15,0.84
2020-08-16,1.71
2020-08-17,0.04
2020-08-18,0.0
2020-08-19,2.52
2020-08-20,0.11
2020-08-21,2.72
2020-08-22,2.83
2020-08-23,1.86
2020-08-24,0.83
2020-08-25,3.57
2020-08-26,0.49
2020-08-27,1.49
2020-08-28,0.0
2020-08-29,0.0
2020-08-30,0.42
2020-08-31,2.26
2020-09-01,2.57
2020-09-02,0.0
2020-09-03,0.72
2020-09-04,0.0
2020-09-05,1.94
2020-09-06,2.13
2020-09-07,0.0
2020-09-08,2.34
2020-09-09,0.55
2020-09-10,0.14
2020-09-11,0.0
2020-09-12,0.43
2020-09-13,4.42
2020-09-14,2.42
2020-09-15,1.45
2020-09-16,1.8
2020-09-17,0.94
2020-09-18,0.0
2020-09-19,5.2
2020-09-20,5.69
2020-09-21,0.8
2020-09-22,0.0
2020-09-23,4.1
2020-09-24,2.45
2020-09-25,1.73
2020-09-26,3.22
2020-09-27,0.0
2020-09-28,3.72
2020-09-29,1.14
2020-09-30,0.1
2020-10-01,0.0
2020-10-02,0.0
2020-10-03,2.15
2020-10-04,2.24
2020-10-05,2.69
2020-10-06,3.17
2020-10-07,7.36
2020-10-08,0.0
2020-10-09,3.87
2020-10-10,6.27
2020-10-11,1.62
2020-10-12,0.98
2020-10-13,1.98
2020-10-14,0.07
2020-10-15,0.55
2020-10-16,2.46
2020-10-17,2.11
2020-10-18,3.04
2020-10-19,2.8
2020-10-20,2.68
2020-10-21,4.51
2020-10-22,0.64
2020-10-23,4.97
2020-10-24,2.94
2020-10-25,1.38
2020-10-26,0.68
2020-10-27,6.0
2020-10-28,2.78
2020-10-29,2.55
2020-10-30,1.4
2020-10-31,5.99
2020-11-01,1.9
2020-11-02,2.84
2020-11-03,0.82
2020-11-04,4.55
2020-11-05,3.81
2020-11-06,4.48
2020-11-07,4.24
2020-11-08,1.8
2020-11-09,0.0
2020-11-10,6.21
2020-11-11,4.88
2020-11-12,3.03
2020-11-13,4.56
2020-11-14,3.49
2020-11-15,6.29
2020-11-16,3.12
2020-11-17,4.02
2020-11-18,7.48
2020-11-19,5.67
2020-11-20,1.68
2020-11-21,5.88
2020-11-22,3.96
2020-11-23,3.98
2020-11-24,5.13
2020-11-25,2.37
2020-11-26,4.96
2020-11-27,5.15
2020-11-28,2.72
2020-11-29,4.43
2020-11-30,4.83
2020-12-01,2.53
2020-12-02,4.3
2020-12-03,5.35
2020-12-04,1.87
2020-12-05,3.91
2020-12-06,2.94
2020-12-07,1.56
2020-12-08,2.98
2020-12-09,5.86
2020-12-10,4.69
2020-12-11,3.65
2020-12-12,3.28
2020-12-13,5.4
2020-12-14,3.89
2020-12-15,6.26
2020-12-16,6.1
2020-12-17,7.36
2020-12-18,4.0
2020-12-19,2.73
2020-12-20,3.99
2020-12-21,4.47
2020-12-22,4.98
2020-12-23,4.77
2020-12-24,6.87
2020-12-25,4.47
2020-12-26,9.77
2020-12-27,5.15
2020-12-28,5.54
2020-12-29,0.69
2020-12-30,6.88
2020-12-31,3.82
2021-01-01,5.41
2021-01-02,4.33
2021-01-03,3.7
2021-01-04,3.23
2021-01-05,4.7
2021-01-06,6.39
2021-01-07,4.19
2021-01-08,0.0
2021-01-09,4.33
2021-01-10,1.25
2021-01-11,0.0
2021-01-12,1.21
2021-01-13,6.08
2021-01-14,3.17
2021-01-15,5.08
2021-01-16,6.94
2021-01-17,3.89
2021-01-18,5.95
2021-01-19,6.33
2021-01-20,4.14
2021-01-21,3.58
2021-01-22,2.55
2021-01-23,4.68
2021-01-24,5.59
2021-01-25,6.98
2021-01-26,2.05
2021-01-27,4.65
2021-01-28,2.03
2021-01-29,3.89
2021-01-30,4.81
2021-01-31,2.39
2021-02-01,8.2
2021-02-02,3.56
2021-02-03,3.52
2021-02-04,4.64
2021-02-05,2.61
2021-02-06,4.47
2021-02-07,5.54
2021-02-08,3.33
2021-02-09,5.42
2021-02-10,4.74
2021-02-11,4.95
2021-02-12,3.64
2021-02-13,5.86
2021-02-14,3.21
2021-02-15,1.3
2021-02-16,3.44
2021-02-17,4.78
2021-02-18,3.52
2021-02-19,3.16
2021-02-20,3.51
2021-02-21,7.08
2021-02-22,3.22
2021-02-23,4.03
2021-02-24,5.7
2021-02-25,8.51
2021-02-26,3.31
2021-02-27,4.03
2021-02-28,3.45
2021-03-01,4.39
2021-03-02,6.31
2021-03-03,4.47
2021-03-04,5.95
2021-03-05,5.83
2021-03-06,3.89
2021-03-07,0.43
2021-03-08,4.25
2021-03-09,1.52
2021-03-10,6.87
2021-03-11,3.68
2021-03-12,3.98
2021-03-13,2.57
2021-03-14,3.91
2021-03-15,6.77
2021-03-16,2.59
2021-03-17,4.64
2021-03-18,2.98
2021-03-19,6.25
2021-03-20,0.58
2021-03-21,2.71
2021-03-22,6.58
2021-03-23,2.53
2021-03-24,4.13
2021-03-25,2.53
2021-03-26,1.76
2021-03-27,2.36
2021-03-28,5.61
2021-03-29,2.94
2021-03-30,2.84
2021-03-31,5.25
2021-04-01,3.42
2021-04-02,3.71
2021-04-03,3.42
2021-04-04,6.99
2021-04-05,1.11
2021-04-06,1.88
2021-04-07,0.0
2021-04-08,1.27
2021-04-09,0.0
2021-04-10,4.45
2021-04-11,2.72
2021-04-12,1.56
2021-04-13,3.84
2021-04-14,2.39
2021-04-15,4.11
2021-04-16,2.34
2021-04-17,0.0
2021-04-18,4.02
2021-04-19,1.57
2021-04-20,1.33
2021-04-21,1.55
2021-04-22,0.88
2021-04-23,5.97
2021-04-24,1.49
2021-04-25,2.02
2021-04-26,0.0
2021-04-27,2.5
2021-04-28,1.73
2021-04-29,1.27
2021-04-30,0.82
2021-05-01,3.02
2021-05-02,2.21
2021-05-03,3.26
2021-05-04,3.1
2021-05-05,0.0
2021-05-06,2.43
2021-05-07,0.09
2021-05-08,1.89
2021-05-09,1.56
2021-05-10,1.07
2021-05-11,2.66
2021-05-12,1.3
2021-05-13,4.53
2021-05-14,3.18
2021-05-15,4.88
2021-05-16,0.0
2021-05-17,0.0
2021-05-18,2.1
2021-05-19,1.53
2021-05-20,6.6
2021-05-21,2.47
2021-05-22,0.73
2021-05-23,1.44
2021-05-24,0.9
2021-05-25,2.9
2021-05-26,1.15
2021-05-27,2.78
2021-05-28,1.28
2021-05-29,2.52
2021-05-30,0.33
2021-05-31,1.48
2021-06-01,0.0
2021-06-02,0.0
2021-06-03,2.19
2021-06-04,3.3
2021-06-05,0.37
2021-06-06,0.0
2021-06-07,0.21
2021-06-08,1.58
2021-06-09,0.0
2021-06-10,0.0
2021-06-11,1.07
2021-06-12,0.0
2021-06-13,0.0
2021-06-14,1.74
2021-06-15,0.0
2021-06-16,5.31
2021-06-17,2.17
2021-06-18,0.0
2021-06-19,1.16
2021-06-20,3.68
2021-06-21,0.0
2021-06-22,0.34
2021-06-23,4.05
2021-06-24,0.0
2021-06-25,0.9
2021-06-26,0.0
2021-06-27,0.0
2021-06-28,0.0
2021-06-29,3.06
2021-06-30,5.4
2021-07-01,0.09
2021-07-02,4.03
2021-07-03,1.32
2021-07-04,0.62
2021-07-05,1.31
2021-07-06,0.61
2021-07-07,1.18
2021-07-08,0.85
2021-07-09,0.0
2021-07-10,0.0
2021-07-11,1.48
2021-07-12,0.0
2021-07-13,0.71
2021-07-14,0.0
2021-07-15,0.08
2021-07-16,0.87
2021-07-17,1.01
2021-07-18,1.58
2021-07-19,0.0
2021-07-20,1.44
2021-07-21,0.0
2021-07-22,2.69
2021-07-23,0.0
2021-07-24,0.0
2021-07-25,1.73
2021-07-26,0.86
2021-07-27,1.19
2021-07-28,2.6
2021-07-29,0.0
2021-07-30,2.94
2021-07-31,0.0
2021-08-01,0.0
2021-08-02,1.77
2021-08-03,0.0
2021-08-04,0.71
2021-08-05,1.07
2021-08-06,0.0
2021-08-07,0.74
2021-08-08,0.67
2021-08-09,0.0
2021-08-10,1.57
2021-08-11,2.36
2021-08-12,4.19
2021-08-13,2.56
2021-08-14,1.19
2021-08-15,0.17
2021-08-16,0.94
2021-08-17,4.19
2021-08-18,1.05
2021-08-19,0.0
2021-08-20,0.0
2021-08-21,0.0
2021-08-22,0.0
2021-08-23,0.0
2021-08-24,0.74
2021-08-25,0.0
2021-08-26,0.02
2021-08-27,0.87
2021-08-28,1.63
2021-08-29,0.0
2021-08-30,0.0
2021-08-31,0.11
2021-09-01,1.14
2021-09-02,0.0
2021-09-03,1.81
2021-09-04,0.0
2021-09-05,1.96
2021-09-06,1.84
2021-09-07,3.01
2021-09-08,0.0
2021-09-09,1.94
2021-09-10,2.5
2021-09-11,2.03
2021-09-12,0.74
2021-09-13,0.0
2021-09-14,0.0
2021-09-15,1.4
2021-09-16,1.83
2021-09-17,0.0
2021-09-18,3.35
2021-09-19,3.36
2021-09-20,0.0
2021-09-21,2.74
2021-09-22,2.22
2021-09-23,0.36
2021-09-24,1.68
2021-09-25,2.5
2021-09-26,2.6
2021-09-27,2.18
2021-09-28,0.26
2021-09-29,4.62
2021-09-30,0.0
2021-10-01,0.5
2021-10-02,4.27
2021-10-03,2.42
2021-10-04,3.5
2021-10-05,2.5
2021-10-06,4.27
2021-10-07,4.81
2021-10-08,4.17
2021-10-09,1.96
2021-10-10,1.41
2021-10-11,2.09
2021-10-12,3.73
2021-10-13,6.02
2021-10-14,1.1
2021-10-15,3.02
2021-10-16,4.95
2021-10-17,2.56
2021-10-18,0.38
2021-10-19,1.94
2021-10-20,6.08
2021-10-21,6.89
2021-10-22,3.09
2021-10-23,2.79
2021-10-24,0.27
2021-10-25,2.7
2021-10-26,3.62
2021-10-27,1.22
2021-10-28,4.3
2021-10-29,1.92
2021-10-30,2.47
2021-10-31,2.28
2021-11-01,3.8
2021-11-02,5.21
2021-11-03,3.44
2021-11-04,0.7
2021-11-05,3.46
2021-11-06,0.77
2021-11-07,4.32
2021-11-08,4.97
2021-11-09,2.67
2021-11-10,1.45
2021-11-11,2.27
2021-11-12,3.26
2021-11-13,3.44
2021-11-14,5.5
2021-11-15,4.68
2021-11-16,2.05
2021-11-17,2.64
2021-11-18,3.11
2021-11-19,4.3
2021-11-20,2.5
2021-11-21,1.34
2021-11-22,4.47
2021-11-23,4.45
2021-11-24,3.8
2021-11-25,5.24
2021-11-26,0.83
2021-11-27,2.59
2021-11-28,0.94
2021-11-29,2.59
2021-11-30,3.26
2021-12-01,5.57
2021-12-02,2.27
2021-12-03,0.97
2021-12-04,6.46
2021-12-05,2.54
2021-12-06,5.11
2021-12-07,6.21
2021-12-08,5.08
2021-12-09,4.68
2021-12-10,1.8
2021-12-11,5.11
2021-12-12,4.64
2021-12-13,6.02
2021-12-14,3.95
2021-12-15,5.03
2021-12-16,6.84
2021-12-17,2.1
2021-12-18,4.49
2021-12-19,3.3
2021-12-20,6.23
2021-12-21,0.66
2021-12-22,5.56
2021-12-23,4.91
2021-12-24,4.04
2021-12-25,5.53
2021-12-26,1.67
2021-12-27,3.32
2021-12-28,1.12
2021-12-29,2.42
2021-12-30,2.1
2021-12-31,2.65
2022-01-01,1.63
2022-01-02,5.39
2022-01-03,5.72
2022-01-04,6.03
2022-01-05,4.44
2022-01-06,6.22
2022-01-07,3.96
2022-01-08,4.97
2022-01-09,3.25
2022-01-10,4.38
2022-01-11,2.29
2022-01-12,4.22
2022-01-13,1.05
2022-01-14,5.81
2022-01-15,1.86
2022-01-16,3.97
2022-01-17,6.29
2022-01-18,3.74
2022-01-19,5.7
2022-01-20,3.09
2022-01-21,5.77
2022-01-22,4.63
2022-01-23,4.51
2022-01-24,7.08
2022-01-25,5.7
2022-01-26,6.76
2022-01-27,3.45
2022-01-28,6.86
2022-01-29,6.64
2022-01-30,2.98
2022-01-31,3.64
2022-02-01,2.16
2022-02-02,2.56
2022-02-03,3.49
2022-02-04,4.44
2022-02-05,2.51
2022-02-06,1.67
2022-02-07,6.2
2022-02-08,4.33
2022-02-09,4.06
2022-02-10,3.67
2022-02-11,5.74
2022-02-12,4.16
2022-02-13,5.17
2022-02-14,2.27
2022-02-15,4.56
2022-02-16,2.93
2022-02-17,2.93
2022-02-18,4.84
2022-02-19,1.27
2022-02-20,4.52
2022-02-21,3.93
2022-02-22,6.2
2022-02-23,0.0
2022-02-24,1.86
2022-02-25,3.85
2022-02-26,5.31
2022-02-27,3.11
2022-02-28,4.81
2022-03-01,2.11
2022-03-02,5.68
2022-03-03,1.53
2022-03-04,2.82
2022-03-05,4.01
2022-03-06,3.2
2022-03-07,6.26
2022-03-08,3.19
2022-03-09,4.76
2022-03-10,3.45
2022-03-11,5.71
2022-03-12,1.09
2022-03-13,2.21
2022-03-14,5.96
2022-03-15,4.07
2022-03-16,5.41
2022-03-17,4.65
2022-03-18,4.06
2022-03-19,6.23
2022-03-20,2.52
2022-03-21,3.51
2022-03-22,1.37
2022-03-23,3.31
2022-03-24,2.37
2022-03-25,0.0
2022-03-26,7.98
2022-03-27,3.15
2022-03-28,5.21
2022-03-29,3.91
2022-03-30,0.51
2022-03-31,5.12
2022-04-01,2.92
2022-04-02,7.0
2022-04-03,3.61
2022-04-04,3.68
2022-04-05,2.81
2022-04-06,4.51
2022-04-07,3.45
2022-04-08,1.14
2022-04-09,0.0
2022-04-10,1.28
2022-04-11,4.42
2022-04-12,3.85
2022-04-13,0.74
2022-04-14,0.39
2022-04-15,4.18
2022-04-16,3.07
2022-04-17,1.9
2022-04-18,1.7
2022-04-19,5.6
2022-04-20,2.59
2022-04-21,3.79
2022-04-22,3.9
2022-04-23,1.22
2022-04-24,3.85
2022-04-25,3.95
2022-04-26,0.0
2022-04-27,1.46
2022-04-28,0.0
2022-04-29,4.17
2022-04-30,0.0
2022-05-01,4.16
2022-05-02,2.94
2022-05-03,3.93
2022-05-04,5.23
2022-05-05,2.12
2022-05-06,0.0
2022-05-07,0.06
2022-05-08,1.26
2022-05-09,0.0
2022-05-10,5.45
2022-05-11,2.45
2022-05-12,0.98
2022-05-13,3.94
2022-05-14,2.82
2022-05-15,1.05
2022-05-16,3.68
2022-05-17,0.04
2022-05-18,0.19
2022-05-19,3.11
2022-05-20,2.72
2022-05-21,3.02
2022-05-22,0.2
2022-05-23,1.87
2022-05-24,2.1
2022-05-25,3.94
2022-05-26,0.64
2022-05-27,0.23
2022-05-28,3.09
2022-05-29,2.58
2022-05-30,0.0
2022-05-31,1.89
2022-06-01,4.4
2022-06-02,0.0
2022-06-03,0.0
2022-06-04,2.01
2022-06-05,3.37
2022-06-06,0.0
2022-06-07,0.57
2022-06-08,3.0
2022-06-09,0.9
2022-06-10,0.0
2022-06-11,0.0
2022-06-12,1.12
2022-06-13,1.26
2022-06-14,1.98
2022-06-15,0.0
2022-06-16,0.0
2022-06-17,1.16
2022-06-18,0.0
2022-06-19,0.0
2022-06-20,0.0
2022-06-21,2.0
2022-06-22,1.47
2022-06-23,2.98
2022-06-24,0.0
2022-06-25,3.6
